feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
1.10617	0.28416	0.03007	0.34256	0.24078
1.14848	0.32681	0.05613	0.40281	0.24718
1.16964	0.32068	0.05233	0.40827	0.25027
1.19080	0.32659	0.05097	0.41361	0.25327
1.20138	0.33436	0.05480	0.41623	0.25474
1.22254	0.32633	0.05239	0.42138	0.25762
1.25428	0.33080	0.04831	0.40860	0.26179
1.26486	0.34875	0.05361	0.43128	0.26313
1.43412	0.37123	0.05839	0.46538	0.28158
1.43412	0.38115	0.05312	0.46538	0.31465
1.44470	0.37518	0.05606	0.46720	0.28254
1.44470	0.37017	0.05770	0.46720	0.28254
1.56108	0.38376	0.05398	0.48002	0.29137
1.57165	0.39540	0.05980	0.48598	0.29201
1.66687	0.39264	0.05889	0.49616	0.29663
1.69861	0.41529	0.06640	0.50643	0.29767
1.70919	0.41356	0.07388	0.50830	0.29796
1.75150	0.41488	0.07159	0.51554	0.29883
1.79382	0.43197	0.06337	0.52240	0.29923
1.83614	0.45169	0.04434	0.52886	0.39285
1.89961	0.42954	0.06037	0.50553	0.29810
2.14293	0.41986	0.07801	0.51877	0.28319
2.15351	0.41980	0.07867	0.52010	0.28213
2.44973	0.44414	0.08828	0.57127	0.26853
