feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-2.58777	0.12941	0.07534	0.24365	0.00000
-2.05082	0.04236	0.03173	0.08723	0.00000
-1.72111	0.01308	0.01180	0.02931	0.00000
-1.72111	0.00882	0.00966	0.02751	0.00000
-1.68343	0.01079	0.01061	0.02444	-0.00033
-1.65517	0.00804	0.00824	0.02096	-0.00205
-1.64575	0.00434	0.00644	0.01721	-0.00260
-1.60807	0.00633	0.00700	0.01545	-0.00472
-1.52329	0.00094	0.00451	0.00650	-0.00896
-1.49503	0.00110	0.00270	0.00378	-0.00339
-1.40083	-0.00394	0.00506	0.00093	-0.01384
-1.39141	-0.00217	0.00353	0.00041	-0.00904
-1.34431	-0.00599	0.00645	0.00000	-0.01562
-1.32547	-0.00518	0.00500	0.00000	-0.01203
-1.31605	-0.00776	0.00619	0.00000	-0.01640
-1.27837	-0.00931	0.00645	0.00000	-0.01744
-1.27837	-0.00720	0.00772	0.00000	-0.01744
-1.25010	-0.00915	0.00655	-0.00016	-0.01914
-1.24068	-0.00569	0.00636	0.00000	-0.01523
-1.15590	-0.01283	0.00795	0.00000	-0.02388
-1.15590	-0.00987	0.00958	0.00000	-0.02388
-1.13706	-0.00829	0.00856	0.00000	-0.02467
-1.08996	-0.00986	0.00908	0.00000	-0.02214
-1.08054	-0.01281	0.00936	0.00000	-0.02672
-1.04286	-0.01076	0.00971	0.00000	-0.02784
-1.03344	-0.01123	0.01020	0.00000	-0.02809
-1.00518	-0.01248	0.01030	0.00000	-0.02877
-1.00518	-0.01556	0.00923	0.00000	-0.02877
-0.99576	-0.01496	0.00972	0.00000	-0.02898
-0.98634	-0.01092	0.00990	0.00000	-0.02526
-0.96750	-0.01195	0.00964	0.00000	-0.02570
-0.93924	-0.01303	0.01069	0.00000	-0.02995
-0.93924	-0.01156	0.01027	0.00000	-0.02995
-0.92982	-0.01324	0.01170	0.00000	-0.03008
-0.91098	-0.01130	0.00968	0.00000	-0.02676
-0.89214	-0.01387	0.01086	0.00000	-0.03046
-0.85446	-0.01522	0.00939	-0.00036	-0.03068
-0.85446	-0.01369	0.01150	0.00000	-0.03068
-0.84504	-0.01363	0.01084	0.00000	-0.03071
-0.82620	-0.01411	0.01091	0.00000	-0.03074
-0.78852	-0.01494	0.01053	0.00000	-0.03068
-0.74142	-0.01146	0.00977	0.00000	-0.02793
-0.73199	-0.01021	0.00966	0.00000	-0.02791
-0.73199	-0.01229	0.01069	0.00000	-0.03030
-0.70373	-0.01321	0.01074	0.00000	-0.02998
-0.70373	-0.01728	0.01013	0.00000	-0.02998
-0.69431	-0.01343	0.01125	0.00000	-0.02986
-0.63779	-0.01261	0.01114	0.00000	-0.02895
-0.60011	-0.01560	0.00903	0.00000	-0.02819
-0.55301	-0.01206	0.00980	0.00000	-0.02705
-0.54359	-0.01041	0.00899	0.00000	-0.02680
-0.50591	-0.01383	0.00876	0.00000	-0.02574
-0.48707	-0.01112	0.01017	0.00000	-0.02517
-0.46823	-0.01067	0.00940	0.00000	-0.02457
-0.43055	-0.01046	0.00804	0.00000	-0.02329
-0.42113	-0.01087	0.00879	0.00000	-0.02322
-0.42113	-0.01300	0.00804	0.00000	-0.02322
-0.41171	-0.00987	0.00872	0.00000	-0.02296
-0.41171	-0.01056	0.00775	0.00000	-0.02296
-0.41171	-0.01001	0.00877	0.00000	-0.02296
-0.40229	-0.00973	0.00860	0.00000	-0.02271
