feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
0.42818	0.00204	0.00360	0.01039	-0.00306
0.43830	0.00259	0.00362	0.01086	-0.00290
0.43830	0.00130	0.00226	0.00517	-0.00290
0.45853	0.00307	0.00389	0.01178	-0.00258
0.45853	0.00271	0.00374	0.01178	-0.00258
0.45853	0.00316	0.00401	0.01178	-0.00258
0.46864	0.00360	0.00421	0.01225	-0.00242
0.50910	0.00460	0.00465	0.01412	-0.00176
0.51922	0.00477	0.00464	0.01460	-0.00159
0.55968	0.00619	0.00608	0.01649	-0.00091
0.57991	0.00727	0.00600	0.01745	-0.00055
0.60014	0.00794	0.00612	0.01856	-0.00020
0.61026	0.00618	0.00603	0.01890	-0.00002
0.62037	0.00708	0.00605	0.02071	0.00017
0.62037	0.00962	0.00625	0.02071	0.00339
0.64060	0.00973	0.00735	0.02290	0.00053
0.64060	0.00896	0.00574	0.02035	0.00374
0.66083	0.00894	0.00688	0.02512	0.00091
0.67095	0.01148	0.00790	0.02624	0.00109
0.68106	0.01108	0.00909	0.02738	0.00128
0.68106	0.00911	0.00615	0.02231	0.00128
0.70129	0.01172	0.00851	0.02967	0.00167
0.70129	0.01185	0.00897	0.02967	0.00167
0.74175	0.01289	0.01113	0.03436	0.00245
0.74175	0.01450	0.00934	0.03436	0.00561
0.75187	0.01673	0.01036	0.03555	0.00265
0.76199	0.01186	0.00747	0.02628	0.00285
0.83279	0.01658	0.01230	0.04544	0.00428
0.85302	0.01731	0.00903	0.03082	0.00897
0.89348	0.02222	0.01557	0.05323	0.00556
0.92383	0.01619	0.00943	0.03441	0.00621
0.98452	0.02455	0.01748	0.06556	0.00755
0.99464	0.02503	0.01783	0.06697	0.00778
1.00475	0.02465	0.01893	0.06840	0.00801
1.00475	0.02465	0.01893	0.06840	0.00801
1.01487	0.02075	0.00953	0.03910	0.01168
1.04521	0.02346	0.01083	0.04068	0.01245
1.04521	0.03140	0.02060	0.07420	0.01534
1.05533	0.02687	0.01924	0.07567	0.00917
1.10590	0.02896	0.02255	0.08319	0.01035
1.12614	0.02405	0.01181	0.04494	0.01084
1.14637	0.02216	0.01007	0.04245	0.01132
1.25763	0.03692	0.02682	0.10723	0.01407
1.26775	0.03085	0.01417	0.05251	0.01433
1.27786	0.03982	0.02854	0.11061	0.01458
1.31833	0.04122	0.03224	0.11748	0.01562
1.34867	0.04244	0.03298	0.12275	0.01641
1.37902	0.05089	0.03757	0.12811	0.01720
1.43971	0.04788	0.03808	0.13911	0.01882
1.53075	0.05489	0.03997	0.15634	0.02131
1.62178	0.05781	0.04753	0.17445	0.02386
1.62178	0.06425	0.04869	0.17445	0.02386
1.65213	0.06342	0.04562	0.18068	0.02639
1.66225	0.05862	0.04753	0.18278	0.02502
1.72294	0.07113	0.05171	0.19562	0.02678
1.75328	0.07092	0.05801	0.20219	0.02717
1.75328	0.07183	0.05454	0.20219	0.02717
1.85444	0.05762	0.02475	0.08966	0.03068
1.99605	0.08365	0.07507	0.25852	0.02781
2.21859	0.11416	0.08186	0.31623	0.04203
2.36020	0.12044	0.08936	0.35610	0.04663
2.59285	0.09803	0.04664	0.17079	0.02013
