feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
0.09327	0.02397	0.01860	0.05842	0.00187
0.10338	0.03297	0.02127	0.06068	0.00259
0.10338	0.02842	0.01681	0.06068	0.00760
0.11350	0.03093	0.02165	0.06293	0.00331
0.11350	0.03365	0.02080	0.06293	0.00331
0.11350	0.03260	0.02175	0.06293	0.00331
0.13373	0.03273	0.02154	0.06743	0.00478
0.14385	0.03178	0.02224	0.06812	0.00552
0.15396	0.03648	0.02246	0.07193	0.00626
0.15396	0.03947	0.01642	0.07038	0.01568
0.15396	0.03767	0.02241	0.07193	0.00626
0.16408	0.03406	0.02186	0.07418	0.00701
0.16408	0.04012	0.02278	0.07418	0.00701
0.18431	0.04136	0.02356	0.07868	0.00853
0.20454	0.04504	0.02309	0.08318	0.01007
0.23489	0.04746	0.02645	0.08992	0.01242
0.24501	0.05152	0.02686	0.09217	0.01322
0.24501	0.05009	0.02045	0.09217	0.02950
0.25512	0.04001	0.01509	0.06192	0.01403
0.25512	0.05317	0.02722	0.09441	0.01403
0.25512	0.04658	0.02239	0.09255	0.01403
0.26524	0.05466	0.02518	0.09666	0.01484
0.27535	0.06077	0.02281	0.09891	0.03422
0.27535	0.05940	0.01950	0.09891	0.03422
0.30570	0.06017	0.02557	0.10565	0.01817
0.32593	0.06671	0.02764	0.11015	0.01988
0.33605	0.07307	0.02712	0.11240	0.04364
0.35628	0.06372	0.02457	0.11390	0.02251
0.36640	0.07063	0.02858	0.11914	0.02340
0.37651	0.07818	0.02546	0.12139	0.05010
0.37651	0.07090	0.03018	0.12139	0.02430
0.38663	0.07360	0.03248	0.12364	0.02521
0.40686	0.07613	0.03138	0.12815	0.02707
0.40686	0.07701	0.02988	0.12815	0.02707
0.42709	0.07437	0.02637	0.12833	0.02896
0.43721	0.07045	0.02047	0.09440	0.02992
0.43721	0.08220	0.02361	0.13491	0.05948
0.44732	0.08536	0.02431	0.13238	0.06108
0.44732	0.08338	0.03116	0.13716	0.03088
0.45744	0.08497	0.03147	0.13942	0.03187
0.45744	0.08779	0.03420	0.13942	0.03187
0.46756	0.09253	0.02767	0.14168	0.06428
0.47767	0.08671	0.03351	0.14393	0.03386
0.55860	0.09411	0.02925	0.15394	0.04227
0.55860	0.10018	0.03622	0.16204	0.04227
0.57883	0.10405	0.02871	0.16658	0.07741
0.59906	0.10662	0.03739	0.17113	0.04676
0.60918	0.11500	0.03756	0.17341	0.04792
0.63953	0.11274	0.04330	0.18025	0.05146
0.72045	0.12587	0.02773	0.18316	0.09407
0.72045	0.13254	0.04383	0.19857	0.06151
0.75080	0.12309	0.03199	0.18834	0.06552
0.78115	0.13960	0.04588	0.21241	0.06967
0.79126	0.13772	0.04466	0.21473	0.07108
0.81150	0.13160	0.03434	0.19842	0.07396
0.82161	0.13355	0.03914	0.22169	0.07542
0.84184	0.13512	0.04209	0.22635	0.07839
0.85196	0.14804	0.04510	0.22868	0.07990
0.87219	0.15210	0.04349	0.23335	0.08298
0.87219	0.14968	0.04196	0.23335	0.08298
0.92277	0.16146	0.04683	0.24509	0.09097
0.95312	0.15406	0.03262	0.22034	0.09599
0.95312	0.16388	0.04271	0.25218	0.09599
0.97335	0.16520	0.04771	0.25691	0.09942
0.98347	0.17080	0.04503	0.25929	0.10117
1.00370	0.17863	0.04139	0.26405	0.13075
1.06439	0.18343	0.04632	0.27842	0.11584
1.10486	0.18167	0.03576	0.24124	0.12366
1.11497	0.19413	0.04701	0.29051	0.12567
1.12509	0.18082	0.03307	0.24381	0.12770
1.18578	0.17426	0.02011	0.18984	0.14033
1.19590	0.20587	0.05350	0.31008	0.14252
1.20601	0.18446	0.02335	0.22044	0.14472
1.21613	0.21099	0.05041	0.31502	0.14695
1.31729	0.21538	0.03061	0.26566	0.17054
1.33752	0.21557	0.02737	0.26767	0.17554
1.38810	0.21862	0.02337	0.25000	0.18850
1.39822	0.22837	0.02658	0.27338	0.19117
1.39822	0.22572	0.02616	0.27338	0.19117
1.43868	0.23172	0.02684	0.27691	0.20013
1.45891	0.25002	0.04824	0.37589	0.20385
1.48926	0.25093	0.05341	0.38373	0.20953
1.49938	0.25902	0.05228	0.38636	0.21145
1.53984	0.26674	0.05536	0.39692	0.21925
1.65111	0.29781	0.05657	0.42652	0.23579
1.70169	0.27894	0.02668	0.32075	0.23930
1.71181	0.30336	0.05443	0.44301	0.24412
1.78262	0.31291	0.06116	0.46259	0.24426
1.81297	0.32029	0.07567	0.47109	0.24590
1.81297	0.32341	0.05974	0.47109	0.24590
1.83320	0.31660	0.06319	0.47680	0.24692
2.65259	0.47940	0.16055	0.73912	0.23680
