feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-0.60856	-0.03297	0.00905	-0.01995	-0.04948
-0.58960	-0.02937	0.00629	-0.01889	-0.03936
-0.55168	-0.02667	0.00547	-0.01679	-0.03400
-0.48532	-0.01985	0.00446	-0.01319	-0.02629
-0.48532	-0.02184	0.00595	-0.01319	-0.03430
-0.47584	-0.02307	0.00596	-0.01268	-0.03316
-0.46636	-0.01927	0.00488	-0.01217	-0.02490
-0.40948	-0.01686	0.00511	-0.00917	-0.02525
-0.40000	-0.01463	0.00514	-0.00867	-0.02413
-0.38104	-0.01252	0.00432	-0.00715	-0.02191
-0.35260	-0.01176	0.00520	-0.00622	-0.01860
-0.29572	-0.00833	0.00462	0.00032	-0.01453
-0.25780	-0.00352	0.00504	0.00511	-0.01230
-0.21041	0.00153	0.00684	0.01098	-0.00955
-0.20093	0.00321	0.00470	0.01214	-0.00289
-0.20093	0.00016	0.00563	0.01214	-0.00900
-0.20093	0.00195	0.00579	0.01214	-0.00900
-0.20093	0.00321	0.00470	0.01214	-0.00289
-0.14405	0.00534	0.00671	0.01897	-0.00574
-0.14405	0.00756	0.00709	0.01897	-0.00574
-0.13457	0.00661	0.00672	0.02009	-0.00520
-0.13457	0.00628	0.00753	0.02009	-0.00520
-0.13457	0.00684	0.00705	0.02009	-0.00520
-0.07769	0.01093	0.00813	0.02670	-0.00197
-0.06821	0.01162	0.00788	0.02778	-0.00143
-0.05873	0.01322	0.00936	0.02885	-0.00090
-0.05873	0.01056	0.00899	0.02885	-0.00090
-0.03977	0.01313	0.00864	0.03099	0.00017
-0.03029	0.01258	0.00698	0.01988	0.00071
-0.02081	0.01308	0.00651	0.02041	0.00124
-0.00185	0.01491	0.00725	0.02211	0.00231
-0.00185	0.01589	0.00937	0.03518	0.00231
0.01711	0.01653	0.01009	0.03724	0.00337
0.04555	0.01963	0.01104	0.04029	0.00497
0.05503	0.02135	0.01118	0.04130	0.00550
0.05503	0.02174	0.01034	0.04130	0.00958
0.06451	0.02167	0.01103	0.04229	0.00604
0.07399	0.02116	0.01152	0.04329	0.00657
0.09295	0.02429	0.01151	0.04525	0.00764
0.10243	0.02376	0.01154	0.04622	0.00817
0.11191	0.02462	0.01113	0.04719	0.00870
0.13087	0.02064	0.00830	0.03124	0.00977
0.17827	0.02920	0.01228	0.05378	0.01245
0.18775	0.03072	0.01322	0.05469	0.01299
0.20671	0.02712	0.01006	0.04109	0.01407
0.21619	0.03369	0.01221	0.05740	0.01706
0.21619	0.03542	0.01185	0.05740	0.01706
0.21619	0.03341	0.01260	0.05740	0.01461
0.22567	0.03408	0.01275	0.05829	0.01515
0.24463	0.03563	0.01271	0.06005	0.01837
0.25411	0.03296	0.01480	0.06092	0.01678
0.27307	0.03426	0.01397	0.06263	0.01786
0.27307	0.03736	0.01348	0.06263	0.01786
0.27307	0.03559	0.01384	0.06263	0.01786
0.29203	0.03833	0.01529	0.06432	0.02056
0.29203	0.03805	0.01449	0.06432	0.01896
0.29203	0.03509	0.01532	0.06432	0.01896
0.32047	0.04004	0.01470	0.06681	0.02187
0.33943	0.03958	0.01563	0.06843	0.02171
0.35839	0.04119	0.01515	0.07002	0.02283
0.35839	0.04314	0.01473	0.07002	0.02283
0.35839	0.04323	0.01461	0.07002	0.02362
0.38683	0.04504	0.01513	0.07236	0.02450
0.38683	0.04489	0.01531	0.07236	0.02450
0.38683	0.03727	0.01194	0.05036	0.02450
0.38683	0.04509	0.01506	0.07236	0.02494
0.40578	0.04629	0.01538	0.07388	0.02563
0.42474	0.04234	0.01646	0.07537	0.02671
0.43422	0.04136	0.01367	0.06294	0.02715
0.43422	0.04300	0.01664	0.07611	0.02715
0.45318	0.04523	0.01786	0.07756	0.02804
0.46266	0.04889	0.01745	0.07827	0.02848
0.48162	0.05042	0.01718	0.07967	0.02956
0.51006	0.05085	0.01722	0.08172	0.03050
0.52902	0.05054	0.02225	0.08305	0.03112
0.53850	0.05146	0.01546	0.07258	0.03208
0.54798	0.04903	0.01585	0.07345	0.03174
0.56694	0.05656	0.01756	0.08562	0.03345
0.59538	0.05757	0.01855	0.08746	0.03323
0.61434	0.05633	0.01523	0.07947	0.03575
0.69018	0.05786	0.01904	0.09309	0.03605
0.69966	0.06429	0.01978	0.09360	0.03632
0.70914	0.06000	0.01822	0.08795	0.03658
0.72810	0.06453	0.02104	0.09511	0.03711
0.76602	0.06652	0.01994	0.09700	0.03814
0.77550	0.06906	0.02017	0.09745	0.03839
0.77550	0.07233	0.01921	0.09745	0.04389
0.78498	0.06562	0.01995	0.09463	0.03864
0.79446	0.07041	0.02013	0.09833	0.03889
0.82290	0.07112	0.02139	0.09959	0.03961
0.84186	0.06548	0.02102	0.09959	0.04008
0.88926	0.06860	0.01992	0.10369	0.04122
0.92718	0.07272	0.01504	0.09089	0.05212
0.93666	0.08055	0.01897	0.10777	0.05265
1.01249	0.07644	0.01837	0.09762	0.04390
1.01249	0.07757	0.01999	0.10594	0.04390
1.03145	0.08236	0.02207	0.11585	0.04428
1.07885	0.09234	0.01812	0.11986	0.06428
1.09781	0.08344	0.02138	0.10762	0.04551
1.10729	0.09094	0.01659	0.10776	0.06282
1.10729	0.08688	0.02268	0.12226	0.04568
1.14521	0.09593	0.02470	0.12545	0.04632
1.18313	0.09207	0.02442	0.12864	0.04692
1.19261	0.08930	0.02539	0.12943	0.04706
1.24001	0.08727	0.02030	0.11129	0.04775
1.25897	0.09930	0.02736	0.13498	0.04800
1.29689	0.09111	0.02162	0.12180	0.04848
1.34429	0.10694	0.01923	0.14208	0.07888
1.38221	0.10292	0.02709	0.14523	0.04940
1.43909	0.10324	0.02791	0.14996	0.04989
1.44857	0.10606	0.02743	0.13609	0.04996
1.53389	0.10884	0.03297	0.15783	0.05050
1.53389	0.11979	0.02209	0.15783	0.09373
1.54337	0.11045	0.03200	0.15862	0.05054
1.65712	0.12863	0.02324	0.16809	0.09865
1.68556	0.12136	0.03455	0.17046	0.05089
1.78984	0.12812	0.03866	0.17920	0.05074
1.83724	0.13410	0.03969	0.18320	0.05056
1.86568	0.13765	0.04044	0.18560	0.05041
1.94152	0.13753	0.04829	0.19205	0.04989
2.10268	0.15080	0.04837	0.19499	0.06385
2.35863	0.17254	0.07434	0.25388	0.03144
2.38707	0.17821	0.07088	0.25870	0.02724
2.40603	0.21237	0.03634	0.26197	0.14147
