feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-0.24336	-0.01575	0.00750	-0.00478	-0.02912
-0.21355	-0.01211	0.00708	-0.00297	-0.02539
-0.19367	-0.01012	0.00660	-0.00264	-0.02288
-0.19367	-0.01092	0.00611	-0.00264	-0.02288
-0.19367	-0.00895	0.00533	-0.00264	-0.01665
-0.18374	-0.00900	0.00500	-0.00248	-0.01560
-0.18374	-0.00940	0.00595	-0.00248	-0.02163
-0.17380	-0.00908	0.00582	-0.00232	-0.02037
-0.15393	-0.00637	0.00527	-0.00164	-0.01785
-0.15393	-0.00826	0.00513	-0.00164	-0.01785
-0.10424	-0.00394	0.00401	0.00206	-0.01153
-0.07443	-0.00242	0.00291	0.00109	-0.00771
-0.07443	-0.00163	0.00208	0.00109	-0.00409
-0.06449	-0.00131	0.00266	0.00194	-0.00644
-0.05455	0.00011	0.00302	0.00624	-0.00516
-0.04462	0.00095	0.00311	0.00707	-0.00388
-0.04462	0.00134	0.00282	0.00707	-0.00230
-0.03468	0.00112	0.00327	0.00790	-0.00261
-0.03468	0.00298	0.00266	0.00790	0.00006
-0.03468	0.00164	0.00326	0.00790	-0.00261
-0.00487	0.00374	0.00319	0.01037	-0.00112
0.03488	0.00737	0.00345	0.01364	0.00108
0.04482	0.00815	0.00366	0.01445	0.00124
0.04482	0.00737	0.00418	0.01445	0.00035
0.06469	0.00879	0.00544	0.01606	0.00093
0.06469	0.00915	0.00485	0.01606	0.00093
0.07463	0.00943	0.00553	0.01687	0.00172
0.11438	0.01380	0.00600	0.02006	0.00236
0.12431	0.01269	0.00671	0.02085	0.00252
0.12431	0.01259	0.00664	0.02085	0.00252
0.13425	0.01413	0.00721	0.02164	0.00268
0.14419	0.01600	0.00604	0.02145	0.00328
0.16406	0.01642	0.00808	0.02400	0.00316
0.17400	0.01585	0.00811	0.02478	0.00332
0.18394	0.01536	0.00824	0.02513	0.00348
0.19387	0.01925	0.00805	0.02689	0.00474
0.19387	0.01720	0.00877	0.02689	0.00364
0.22368	0.01788	0.00953	0.02880	0.00411
0.22368	0.02152	0.00897	0.03073	0.00562
0.23362	0.02155	0.01047	0.02972	0.00426
0.24356	0.02366	0.00721	0.03018	0.01139
0.27337	0.02433	0.01095	0.03711	0.00708
0.27337	0.02585	0.01007	0.03711	0.00708
0.28331	0.02318	0.01316	0.03838	0.00504
0.29324	0.02710	0.01119	0.03965	0.00520
0.30318	0.02245	0.01351	0.04092	0.00535
0.34293	0.02863	0.01379	0.04598	0.00597
0.34293	0.03020	0.01366	0.04598	0.00597
0.36280	0.03327	0.01365	0.04850	0.00969
0.36280	0.02899	0.01491	0.04850	0.00627
0.36280	0.02899	0.01491	0.04850	0.00627
0.47211	0.04077	0.01606	0.06220	0.01285
0.47211	0.03748	0.01815	0.06220	0.00791
0.51186	0.04015	0.01947	0.06711	0.00849
0.51186	0.04246	0.01918	0.06711	0.00849
0.55161	0.04527	0.02045	0.07196	0.00906
0.59136	0.04746	0.02189	0.07677	0.00962
0.59136	0.04518	0.02368	0.07677	0.00962
0.61123	0.04524	0.02352	0.07915	0.00990
0.64104	0.04856	0.02436	0.08269	0.01031
0.65098	0.05092	0.02355	0.08386	0.01044
0.66092	0.05173	0.02626	0.08503	0.01823
0.66092	0.04703	0.02687	0.08503	0.01058
0.67085	0.04662	0.02278	0.06903	0.01071
0.67085	0.05089	0.02686	0.08619	0.01071
0.74041	0.05013	0.02804	0.09422	0.01163
0.74041	0.05015	0.02806	0.09422	0.01163
0.75035	0.05039	0.02810	0.09535	0.01175
0.76029	0.05224	0.02931	0.09647	0.01188
0.77023	0.04074	0.02405	0.07777	0.01201
0.79010	0.05397	0.03030	0.09981	0.01226
0.79010	0.05192	0.02302	0.07948	0.02184
0.82985	0.06034	0.02955	0.10419	0.01274
0.83979	0.05295	0.02751	0.08370	0.01286
0.84972	0.06330	0.03606	0.10635	0.01298
0.87953	0.06256	0.02425	0.08702	0.02430
0.89941	0.06655	0.03262	0.11165	0.01356
0.90934	0.06501	0.03189	0.11269	0.01368
0.92922	0.06074	0.02964	0.09109	0.01390
0.93916	0.07560	0.03137	0.11579	0.02592
0.93916	0.06126	0.02989	0.09190	0.01401
0.95903	0.06717	0.03540	0.11782	0.01423
0.96897	0.05965	0.03110	0.09429	0.01434
0.97890	0.06780	0.03550	0.11982	0.01444
0.99878	0.07407	0.03498	0.12180	0.01465
0.99878	0.06228	0.03272	0.09665	0.01465
1.01865	0.07350	0.03607	0.12375	0.01486
1.04846	0.06579	0.03681	0.12663	0.01516
1.07828	0.05934	0.03266	0.10303	0.01545
1.08821	0.07885	0.04147	0.13037	0.01554
1.10809	0.07345	0.03856	0.13219	0.01573
1.11802	0.07080	0.04008	0.13310	0.01582
1.13790	0.07741	0.03806	0.13488	0.01600
1.16771	0.07372	0.04147	0.13749	0.01626
1.17765	0.07847	0.04134	0.13835	0.01634
1.25714	0.07771	0.04366	0.14490	0.01697
1.36645	0.08191	0.04637	0.15301	0.01769
1.41614	0.08533	0.04226	0.12868	0.01797
1.41614	0.09784	0.04703	0.15633	0.01797
1.44595	0.09689	0.04392	0.15821	0.01811
1.58507	0.08226	0.04185	0.13567	0.01862
1.76394	0.10675	0.04454	0.17227	0.04618
1.91299	0.11113	0.05040	0.17469	0.01851
2.10180	0.11358	0.05182	0.17341	0.01752
2.24092	0.12553	0.04769	0.17786	0.05345
2.58872	0.11446	0.04629	0.19139	0.05669
2.67815	0.11215	0.04680	0.19406	0.05732
2.69802	0.08543	0.04477	0.14487	0.00909
3.59236	0.07295	0.02682	0.11000	0.02569
