feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-0.01873	0.00958	0.00701	0.02157	0.00120
-0.00892	0.01155	0.00699	0.02290	0.00255
-0.00892	0.01074	0.00626	0.02250	0.00255
0.00088	0.01233	0.00684	0.02422	0.00390
0.00088	0.01292	0.00795	0.02422	0.00624
0.07933	0.02428	0.00837	0.03604	0.01271
0.07933	0.02276	0.00819	0.03604	0.01271
0.08913	0.02236	0.00734	0.03753	0.01334
0.11855	0.02530	0.00706	0.03990	0.01523
0.13816	0.02979	0.00908	0.04493	0.01650
0.13816	0.02939	0.00870	0.04493	0.01650
0.15777	0.03313	0.00967	0.04788	0.01776
0.15777	0.03180	0.00906	0.04788	0.01776
0.17739	0.03478	0.00977	0.05081	0.01902
0.18719	0.03523	0.00734	0.04889	0.02902
0.19700	0.03418	0.00898	0.05017	0.02028
0.19700	0.03843	0.00860	0.05373	0.03017
0.19700	0.03599	0.01015	0.05373	0.02028
0.23622	0.04063	0.01153	0.05953	0.02282
0.25583	0.04636	0.00983	0.06242	0.03547
0.26564	0.04506	0.01213	0.06386	0.02472
0.28525	0.05218	0.01010	0.06673	0.04046
0.29505	0.04545	0.01081	0.06284	0.02664
0.29505	0.04786	0.01230	0.06816	0.02664
0.30486	0.04608	0.01039	0.06409	0.02728
0.30486	0.05056	0.01326	0.06959	0.02728
0.31467	0.05322	0.01134	0.07101	0.04020
0.32447	0.05395	0.01044	0.07244	0.04098
0.33428	0.05333	0.01272	0.07386	0.02922
0.36370	0.05864	0.00863	0.07160	0.04914
0.38331	0.05713	0.01434	0.08092	0.03248
0.41272	0.06598	0.01154	0.08513	0.04793
0.42253	0.06572	0.01452	0.08653	0.03513
0.47156	0.07536	0.01574	0.09347	0.05248
0.48136	0.06850	0.01468	0.08646	0.03918
0.49117	0.06722	0.01674	0.09623	0.03986
0.50098	0.07216	0.01820	0.08896	0.04055
0.51078	0.07512	0.01644	0.09898	0.04124
0.51078	0.07205	0.01752	0.09898	0.04124
0.52059	0.07585	0.01781	0.10036	0.04194
0.54020	0.07825	0.01734	0.10309	0.04334
0.55981	0.07827	0.01747	0.09774	0.04475
0.56962	0.08189	0.02020	0.10718	0.04547
0.58923	0.08973	0.01632	0.10989	0.06140
0.59903	0.08219	0.01941	0.11124	0.04763
0.61864	0.08791	0.01985	0.11394	0.04909
0.63826	0.09294	0.01860	0.11663	0.05057
0.64806	0.09197	0.02072	0.11797	0.05132
0.68728	0.09310	0.01952	0.11665	0.05435
0.69709	0.09273	0.02086	0.12464	0.05512
0.73631	0.10905	0.01682	0.12993	0.07226
0.73631	0.09783	0.02215	0.12993	0.05826
0.73631	0.10212	0.02169	0.12993	0.05826
0.74612	0.10068	0.02361	0.13124	0.05905
0.74612	0.10333	0.02190	0.13124	0.05905
0.76573	0.10540	0.02132	0.12825	0.06066
0.77554	0.11174	0.01920	0.13518	0.07510
0.80495	0.11793	0.01810	0.13910	0.07722
0.81476	0.11376	0.02579	0.14040	0.06479
0.81476	0.10691	0.02368	0.14040	0.06479
0.82457	0.11034	0.02342	0.14170	0.06563
0.83437	0.11658	0.02279	0.14300	0.06648
0.87359	0.11937	0.02599	0.14817	0.06995
0.88340	0.12623	0.02046	0.14565	0.08282
0.94223	0.11745	0.02470	0.14787	0.07627
0.95204	0.12442	0.02763	0.15840	0.07720
0.96185	0.12692	0.02601	0.15727	0.07814
0.99126	0.13393	0.02719	0.16346	0.08100
0.99126	0.13147	0.02759	0.16346	0.08100
1.02068	0.13029	0.02657	0.16602	0.09247
1.02068	0.13211	0.02906	0.16602	0.08393
1.02068	0.13749	0.03023	0.16724	0.08393
1.03049	0.13894	0.02804	0.16850	0.08493
1.04029	0.13341	0.03057	0.16894	0.08593
1.05990	0.14676	0.02646	0.17225	0.08795
1.06971	0.14558	0.03003	0.17350	0.08898
1.09913	0.15772	0.03004	0.17774	0.09211
1.11874	0.15605	0.02598	0.18068	0.09424
1.24621	0.15922	0.03936	0.20121	0.10798
1.28544	0.16867	0.03528	0.20592	0.11064
1.30505	0.18009	0.03329	0.21228	0.11197
1.30505	0.17377	0.03656	0.21228	0.11197
1.39330	0.19525	0.02960	0.22940	0.12814
1.49136	0.19840	0.04518	0.24919	0.12453
1.50116	0.19683	0.04184	0.25122	0.12519
1.50116	0.20470	0.04110	0.25122	0.12519
1.56980	0.21479	0.04327	0.26567	0.12980
1.61883	0.21596	0.04293	0.25831	0.13310
1.63844	0.22169	0.04731	0.28057	0.13441
1.66786	0.23048	0.04628	0.28710	0.13639
1.73650	0.24998	0.03811	0.30269	0.18337
1.90320	0.26205	0.05114	0.32192	0.15229
2.44251	0.33483	0.08748	0.49664	0.19013
2.45232	0.38450	0.10522	0.49983	0.19085
2.51115	0.38099	0.09657	0.52152	0.19518
