feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
0.15607	-0.00257	0.01244	0.00793	-0.02865
0.16571	-0.00177	0.01179	0.00847	-0.02817
0.17535	-0.00235	0.01139	0.00489	-0.02768
0.21392	0.00097	0.01281	0.01125	-0.02563
0.23321	0.00337	0.01185	0.01310	-0.02456
0.24285	0.00294	0.01207	0.01358	-0.02401
0.25250	0.00329	0.01289	0.01508	-0.02346
0.25250	0.00644	0.01178	0.01508	-0.02346
0.27178	0.00932	0.00852	0.01706	-0.01129
0.27178	0.00560	0.01353	0.01706	-0.02232
0.29107	0.00312	0.01401	0.01756	-0.02115
0.29107	0.00671	0.01365	0.01905	-0.02115
0.30071	0.00710	0.01356	0.02005	-0.02055
0.30071	0.00743	0.01374	0.02005	-0.02055
0.32000	0.00979	0.01326	0.02204	-0.01933
0.33928	0.00917	0.01445	0.02405	-0.01807
0.35857	0.01029	0.01440	0.02606	-0.01677
0.36821	0.02057	0.00398	0.02707	0.01540
0.37785	0.01377	0.01365	0.02808	-0.01544
0.38749	0.01508	0.01279	0.02601	-0.01476
0.42607	0.01771	0.01403	0.03315	-0.01193
0.44535	0.01966	0.00933	0.02930	0.00039
0.45499	0.02215	0.01312	0.03622	-0.00970
0.46464	0.02474	0.01427	0.03725	-0.00894
0.47428	0.02891	0.00551	0.03828	0.02083
0.47428	0.02136	0.01502	0.03828	-0.00817
0.48392	0.02210	0.01632	0.03931	-0.00739
0.49357	0.02448	0.01349	0.03617	-0.00659
0.50321	0.03162	0.00575	0.04138	0.02329
0.58035	0.03198	0.01602	0.04976	0.00106
0.59964	0.03492	0.01546	0.05188	0.00289
0.63821	0.03491	0.01432	0.04956	0.00669
0.63821	0.03727	0.01506	0.05614	0.00669
0.64785	0.03784	0.01458	0.05297	0.00767
0.72499	0.05287	0.01290	0.06590	0.02559
0.73463	0.05337	0.01168	0.06700	0.02663
0.76356	0.05291	0.01652	0.07032	0.02045
0.77321	0.05898	0.01578	0.07143	0.02160
0.78285	0.05650	0.01650	0.07254	0.02277
0.79249	0.05259	0.01722	0.07366	0.02394
0.82142	0.06154	0.01244	0.07543	0.03655
0.85035	0.06468	0.01627	0.08043	0.03132
0.85035	0.06428	0.01816	0.08043	0.03132
0.85999	0.06956	0.01389	0.08157	0.04130
0.95642	0.07601	0.01864	0.09602	0.04622
0.96606	0.07441	0.01852	0.09582	0.04767
0.98535	0.08318	0.01900	0.10083	0.05061
1.00463	0.08613	0.01764	0.10388	0.05362
1.01428	0.09247	0.01484	0.10591	0.06262
1.04320	0.09334	0.01872	0.11213	0.05983
1.04320	0.09099	0.01856	0.11090	0.05983
1.08177	0.10084	0.01955	0.12079	0.06630
1.13963	0.11132	0.02053	0.13459	0.07653
1.15892	0.11462	0.02078	0.13941	0.08008
1.15892	0.11026	0.01884	0.13297	0.08008
1.18785	0.11980	0.02114	0.14685	0.08554
1.19749	0.12691	0.01736	0.14226	0.08739
1.21677	0.12711	0.02119	0.15456	0.09116
1.23606	0.13045	0.02031	0.15116	0.09500
1.23606	0.13287	0.02055	0.15985	0.10049
1.26499	0.13119	0.02084	0.15807	0.10090
1.39034	0.15942	0.02983	0.20663	0.12849
1.39034	0.16604	0.02285	0.19346	0.13252
1.39999	0.16994	0.02667	0.20983	0.13075
1.41927	0.17358	0.02815	0.21634	0.13533
1.48677	0.18828	0.03177	0.24018	0.15203
1.50606	0.19123	0.03719	0.24731	0.15742
1.53499	0.19536	0.03094	0.24561	0.16370
1.58320	0.21679	0.03228	0.26496	0.17771
1.63141	0.23134	0.04433	0.29725	0.18593
1.64106	0.22048	0.03707	0.28955	0.18811
1.65070	0.23420	0.04158	0.30550	0.18963
1.68927	0.24471	0.04723	0.32248	0.19580
1.71820	0.26798	0.04451	0.33564	0.20774
1.80498	0.29179	0.06481	0.37732	0.21489
1.88213	0.30689	0.03976	0.36150	0.25392
2.12319	0.42023	0.09457	0.56084	0.27239
2.24855	0.47906	0.11255	0.65068	0.29724
2.28712	0.45340	0.09046	0.56589	0.30516
2.33534	0.56494	0.10590	0.71964	0.42005
