feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-2.67071	0.04592	0.03859	0.11379	0.00000
-2.30302	0.04934	0.02572	0.08789	0.00734
-2.25333	0.04461	0.02882	0.08369	0.00000
-2.09433	0.03908	0.02319	0.07484	0.00000
-2.05458	0.03467	0.02325	0.07283	0.00000
-1.97508	0.03441	0.01905	0.05736	0.00000
-1.96515	0.03478	0.02068	0.06856	0.00000
-1.93533	0.03095	0.02198	0.06721	0.00000
-1.75646	0.03067	0.01909	0.05988	0.00391
-1.70677	0.02635	0.01688	0.05806	0.00000
-1.70677	0.02870	0.01807	0.05806	0.00000
-1.63721	0.02149	0.01318	0.04076	0.00000
-1.52789	0.02506	0.01442	0.05213	0.00000
-1.51796	0.02277	0.01638	0.05182	0.00000
-1.47821	0.02266	0.01627	0.05064	0.00000
-1.44839	0.02007	0.01598	0.04977	0.00000
-1.36889	0.02664	0.01144	0.04757	0.01031
-1.31921	0.01420	0.00906	0.02454	0.00000
-1.30927	0.01553	0.01120	0.03594	0.00000
-1.25958	0.01830	0.01564	0.04475	0.00000
-1.25958	0.01764	0.01005	0.03498	0.00000
-1.17014	0.01743	0.01493	0.04259	0.00000
-1.16021	0.01543	0.01289	0.04235	0.00000
-1.13039	0.01698	0.01382	0.04166	0.00000
-1.08071	0.01857	0.01141	0.04053	0.00177
-1.08071	0.01787	0.01231	0.04053	0.00000
-1.07077	0.01681	0.01276	0.04031	0.00000
-1.07077	0.01925	0.01200	0.04031	0.00000
-1.06083	0.01765	0.01218	0.04008	0.00000
-1.03102	0.01620	0.01187	0.03942	0.00000
-1.01114	0.01778	0.01103	0.03898	0.00164
-0.99127	0.01707	0.01226	0.03855	0.00161
-0.99127	0.01563	0.01296	0.03855	0.00000
-0.96146	0.01056	0.00824	0.02178	0.00000
-0.94158	0.01177	0.00900	0.02766	0.00000
-0.93164	0.01383	0.01217	0.03725	0.00000
-0.93164	0.01297	0.01242	0.03725	0.00000
-0.91177	0.01672	0.01046	0.03682	0.00148
-0.89189	0.01359	0.01087	0.03640	0.00000
-0.85214	0.01302	0.01254	0.03555	0.00000
-0.81239	0.01406	0.01052	0.03470	0.00134
-0.78258	0.01820	0.00994	0.03406	0.00130
-0.78258	0.01404	0.01090	0.03406	0.00000
-0.77264	0.01536	0.01044	0.03385	0.00000
-0.72296	0.01264	0.01016	0.03278	0.00000
-0.71302	0.01119	0.00788	0.02135	0.00000
-0.70308	0.01415	0.00991	0.03235	0.00000
-0.68320	0.01099	0.00773	0.02048	0.00000
-0.67327	0.01361	0.00954	0.03170	0.00000
-0.67327	0.01368	0.01026	0.03170	0.00000
-0.66333	0.01383	0.00962	0.03148	0.00000
-0.63352	0.01293	0.00734	0.01966	0.00112
-0.60370	0.01453	0.00905	0.03017	0.00109
-0.59377	0.01234	0.00907	0.02994	0.00000
-0.58383	0.01351	0.00865	0.02972	0.00000
-0.55402	0.01443	0.00823	0.02904	0.00000
-0.54408	0.01286	0.00875	0.02882	0.00000
-0.52420	0.01231	0.00906	0.02836	0.00000
-0.41489	0.01141	0.00816	0.02575	0.00000
-0.38508	0.01003	0.00798	0.02501	0.00000
-0.37514	0.01140	0.00758	0.02476	0.00000
-0.35527	0.00485	0.00557	0.01524	0.00000
-0.34533	0.00870	0.00626	0.01685	0.00000
-0.34533	0.00916	0.00652	0.01685	0.00000
-0.34533	0.01136	0.00705	0.02400	0.00085
-0.33539	0.01192	0.00764	0.02374	0.00084
-0.32545	0.00846	0.00656	0.01661	0.00000
-0.29564	0.01018	0.00691	0.02269	0.00080
-0.29564	0.00842	0.00574	0.01623	0.00000
-0.26583	0.00902	0.00704	0.02188	0.00000
-0.25589	0.00985	0.00676	0.02161	0.00077
-0.24595	0.01058	0.00707	0.02133	0.00000
-0.24595	0.00895	0.00557	0.01556	0.00076
-0.24595	0.00888	0.00734	0.02133	0.00000
-0.22608	0.00866	0.00723	0.02077	0.00000
-0.21614	0.00936	0.00704	0.02049	0.00000
-0.18633	0.00952	0.00646	0.01963	0.00000
-0.14658	0.00972	0.00614	0.01845	0.00000
-0.12670	0.00753	0.00645	0.01784	0.00000
-0.12670	0.01214	0.00568	0.01784	0.00269
-0.10683	0.00784	0.00623	0.01722	0.00000
-0.09689	0.00773	0.00618	0.01691	0.00000
-0.06708	0.00724	0.00503	0.01270	0.00059
-0.06708	0.00782	0.00620	0.01596	0.00000
-0.05714	0.00768	0.00617	0.01563	0.00000
-0.05714	0.00525	0.00504	0.01252	0.00036
-0.03727	0.00633	0.00574	0.01352	-0.00031
-0.02733	0.00676	0.00601	0.01465	0.00000
-0.01739	0.00813	0.00577	0.01431	-0.00098
-0.01739	0.00765	0.00555	0.01431	0.00000
0.01242	0.00568	0.00562	0.01328	-0.00199
0.03230	0.00448	0.00588	0.01259	-0.00266
0.06211	0.00577	0.00563	0.01246	-0.00366
0.07205	0.00560	0.00640	0.01234	-0.00399
0.09192	0.00536	0.00556	0.01209	-0.00466
0.10186	0.00472	0.00595	0.01196	-0.00500
0.11180	0.00513	0.00576	0.01183	-0.00533
0.11180	0.00633	0.00551	0.01183	-0.00533
0.12173	0.00273	0.00516	0.00906	-0.00566
0.12173	0.00502	0.00579	0.01170	-0.00566
0.13167	0.00457	0.00575	0.01157	-0.00600
0.14161	0.00329	0.00529	0.00905	-0.00633
0.14161	0.00547	0.00441	0.01143	-0.00039
0.15155	0.00461	0.00407	0.00894	-0.00044
0.15155	0.00574	0.00423	0.01128	-0.00044
0.18136	0.00383	0.00616	0.01084	-0.00766
0.19130	0.00438	0.00411	0.01069	-0.00064
0.20123	0.00268	0.00561	0.01054	-0.00832
0.22111	0.00198	0.00516	0.00718	-0.00899
0.23105	0.00268	0.00612	0.01005	-0.00932
0.25092	0.00121	0.00575	0.00971	-0.00998
0.25092	0.00325	0.00568	0.00971	-0.00998
0.27080	0.00324	0.00353	0.00937	-0.00107
0.28074	0.00152	0.00581	0.00919	-0.01096
0.28074	0.00241	0.00607	0.00919	-0.01096
0.30061	0.00132	0.00536	0.00697	-0.01162
0.32049	0.00171	0.00561	0.00844	-0.01227
0.32049	0.00284	0.00325	0.00844	-0.00135
0.33042	0.00310	0.00327	0.00824	-0.00141
0.33042	0.00166	0.00667	0.00824	-0.01260
0.39999	0.00187	0.00326	0.00679	-0.00299
0.41986	0.00149	0.00331	0.00634	-0.00400
0.48942	-0.00168	0.00640	0.00468	-0.01773
0.54905	-0.00420	0.00716	0.00389	-0.01961
0.55899	-0.00316	0.00772	0.00375	-0.01992
0.56892	-0.00397	0.00774	0.00360	-0.02023
0.58880	-0.00401	0.00718	0.00330	-0.02084
0.58880	-0.00534	0.00745	0.00330	-0.02084
0.61861	-0.00644	0.00744	0.00000	-0.02175
0.61861	-0.00476	0.00747	0.00282	-0.02175
0.62855	-0.00595	0.00863	0.00265	-0.02206
0.62855	-0.00382	0.00703	0.00265	-0.02206
0.65836	-0.00554	0.00613	-0.00011	-0.01761
0.67824	-0.00633	0.00810	0.00175	-0.02355
0.67824	-0.00700	0.00931	0.00175	-0.02355
0.70805	-0.00758	0.00938	0.00116	-0.02444
0.73786	-0.00838	0.00922	0.00052	-0.02531
0.75774	-0.00667	0.00739	0.00007	-0.02420
0.77761	-0.00845	0.00831	0.00000	-0.02559
