feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-0.58551	0.00002	0.00159	0.00296	-0.00239
-0.58551	0.00002	0.00159	0.00296	-0.00239
-0.57641	0.00013	0.00192	0.00317	-0.00287
-0.55821	0.00049	0.00200	0.00357	-0.00256
-0.55821	0.00024	0.00198	0.00357	-0.00256
-0.55821	-0.00030	0.00143	0.00144	-0.00256
-0.55821	0.00020	0.00187	0.00357	-0.00256
-0.54001	0.00071	0.00185	0.00396	-0.00225
-0.53091	0.00088	0.00139	0.00233	-0.00156
-0.53091	0.00091	0.00187	0.00414	-0.00210
-0.52181	0.00110	0.00190	0.00433	-0.00195
-0.51271	0.00155	0.00197	0.00451	-0.00180
-0.49451	0.00154	0.00204	0.00486	-0.00150
-0.45811	0.00270	0.00196	0.00551	-0.00092
-0.43991	0.00224	0.00215	0.00582	-0.00063
-0.42171	0.00306	0.00222	0.00612	-0.00035
-0.40351	0.00369	0.00204	0.00577	-0.00007
-0.39441	0.00234	0.00219	0.00653	0.00007
-0.35801	0.00419	0.00246	0.00716	0.00061
-0.34891	0.00434	0.00250	0.00742	0.00075
-0.33070	0.00434	0.00253	0.00796	0.00101
-0.33070	0.00388	0.00258	0.00796	0.00101
-0.29430	0.00594	0.00254	0.00898	0.00153
-0.27610	0.00546	0.00287	0.00948	0.00178
-0.24880	0.00515	0.00240	0.00922	0.00213
-0.23060	0.00536	0.00276	0.01068	0.00233
-0.20330	0.00579	0.00266	0.01016	0.00264
-0.17600	0.00661	0.00285	0.01069	0.00293
-0.17600	0.00675	0.00270	0.01069	0.00293
-0.16690	0.00703	0.00318	0.01226	0.00303
-0.15780	0.00613	0.00302	0.01104	0.00312
-0.15780	0.00757	0.00311	0.01247	0.00312
-0.14870	0.00810	0.00311	0.01269	0.00322
-0.13960	0.00703	0.00312	0.01137	0.00331
-0.13050	0.00775	0.00340	0.01310	0.00341
-0.10320	0.00825	0.00333	0.01371	0.00368
-0.10320	0.00738	0.00305	0.01202	0.00368
-0.09410	0.00871	0.00391	0.01391	0.00377
-0.08500	0.00852	0.00343	0.01411	0.00386
-0.05770	0.00803	0.00381	0.01468	0.00412
-0.03039	0.00959	0.00339	0.01524	0.00540
0.00601	0.00910	0.00368	0.01595	0.00527
0.08791	0.01080	0.00385	0.01742	0.00614
0.11521	0.01003	0.00440	0.01788	0.00562
0.12431	0.01052	0.00435	0.01802	0.00569
0.15161	0.01016	0.00342	0.01560	0.00591
0.15161	0.01078	0.00442	0.01845	0.00591
0.16981	0.01094	0.00450	0.01873	0.00604
0.16981	0.01086	0.00425	0.01873	0.00604
0.17891	0.01141	0.00427	0.01887	0.00681
0.18801	0.00892	0.00265	0.01462	0.00618
0.21531	0.01240	0.00425	0.01940	0.00638
0.22441	0.01124	0.00465	0.01952	0.00644
0.22441	0.01095	0.00481	0.01952	0.00644
0.23351	0.01255	0.00429	0.01965	0.00650
0.23351	0.01008	0.00379	0.01640	0.00650
0.24261	0.01085	0.00453	0.01977	0.00657
0.24261	0.01104	0.00434	0.01977	0.00657
0.25171	0.01111	0.00436	0.01990	0.00663
0.26081	0.01142	0.00455	0.02002	0.00669
0.26991	0.00961	0.00308	0.01670	0.00675
0.27901	0.01333	0.00451	0.02025	0.00738
0.30632	0.01151	0.00470	0.02059	0.00700
0.37002	0.01201	0.00509	0.02134	0.00739
0.40642	0.01288	0.00480	0.02173	0.00746
0.40642	0.01167	0.00490	0.02173	0.00746
0.45192	0.01287	0.00506	0.02218	0.00747
0.45192	0.01344	0.00463	0.02218	0.00747
0.45192	0.01241	0.00492	0.02218	0.00747
0.45192	0.01177	0.00455	0.02218	0.00747
0.46102	0.01052	0.00332	0.01774	0.00747
0.47012	0.01243	0.00457	0.02236	0.00797
0.48832	0.01198	0.00461	0.02252	0.00747
0.50652	0.01214	0.00492	0.02269	0.00747
0.56112	0.01145	0.00318	0.01792	0.00745
0.57022	0.01309	0.00472	0.02321	0.00876
0.57022	0.01143	0.00306	0.01751	0.00744
0.58842	0.01267	0.00545	0.02336	0.00743
0.58842	0.01316	0.00506	0.02336	0.00743
0.58842	0.01440	0.00558	0.02336	0.00858
0.58842	0.01396	0.00540	0.02336	0.00743
0.59753	0.01438	0.00459	0.02342	0.00862
0.61573	0.01333	0.00508	0.02356	0.00741
0.63393	0.01143	0.00310	0.01790	0.00740
0.64303	0.01344	0.00511	0.02375	0.00739
0.65213	0.01214	0.00294	0.01810	0.00887
0.66123	0.01268	0.00362	0.01817	0.00737
0.68853	0.01427	0.00556	0.02405	0.00734
0.74313	0.01419	0.00510	0.02438	0.00728
0.75223	0.01460	0.00594	0.02444	0.00727
0.79773	0.01464	0.00502	0.02468	0.00720
0.79773	0.01497	0.00553	0.02468	0.00720
0.81593	0.01328	0.00396	0.01943	0.00718
0.82503	0.01426	0.00505	0.02482	0.00716
0.88873	0.01300	0.00405	0.02011	0.00707
0.92514	0.01724	0.00431	0.02529	0.01149
0.93424	0.01394	0.00436	0.02058	0.00699
0.93424	0.01442	0.00542	0.02532	0.00699
0.96154	0.01641	0.00495	0.02544	0.01011
0.97064	0.01455	0.00549	0.02547	0.00693
0.99794	0.01512	0.00580	0.02558	0.00689
1.03434	0.01490	0.00585	0.02572	0.00683
1.03434	0.01507	0.00578	0.02572	0.00683
1.03434	0.01440	0.00502	0.02174	0.00683
1.04344	0.01603	0.00575	0.02575	0.00681
1.04344	0.01495	0.00590	0.02575	0.00681
1.10714	0.01612	0.00541	0.02598	0.01060
1.12534	0.01630	0.00647	0.02604	0.00668
1.16174	0.01530	0.00615	0.02616	0.00663
1.17994	0.01902	0.00604	0.02622	0.01132
1.17994	0.01747	0.00609	0.02622	0.01084
1.18904	0.01624	0.00725	0.02625	0.00659
1.26185	0.02009	0.00687	0.02821	0.01173
1.28915	0.01468	0.00646	0.02658	0.00646
1.31645	0.01989	0.00761	0.03032	0.01202
1.31645	0.01893	0.00847	0.03032	0.00643
1.32555	0.01696	0.00845	0.03069	0.00642
1.40745	0.01638	0.00943	0.03420	0.00636
1.41655	0.01902	0.00993	0.03462	0.00635
1.50755	0.01871	0.01257	0.03904	0.00632
1.56216	0.01940	0.01284	0.04194	0.00633
1.57126	0.02023	0.01251	0.04244	0.00619
1.58036	0.02535	0.01191	0.04295	0.01196
1.60766	0.02165	0.01373	0.04451	0.00532
1.61676	0.02001	0.01411	0.04504	0.00510
1.68956	0.02044	0.01423	0.04269	0.00325
1.78056	0.03929	0.01617	0.05560	0.01298
1.88067	0.02100	0.01764	0.05599	-0.00217
1.91707	0.02419	0.02076	0.06596	-0.00329
2.10817	0.03481	0.02771	0.08309	0.00784
2.19008	0.03258	0.03307	0.09144	-0.01268
