feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-2.59400	-0.08823	0.05293	0.00000	-0.15996
-2.54933	-0.09247	0.05361	0.00000	-0.15692
-2.28133	-0.07886	0.04415	0.00000	-0.12562
-2.28133	-0.07078	0.05209	0.00000	-0.13865
-2.03567	-0.06518	0.04973	0.00000	-0.12186
-1.96867	-0.06891	0.04432	0.00000	-0.11729
-1.72300	-0.06848	0.03535	0.00000	-0.10062
-1.72300	-0.05802	0.03985	0.00000	-0.10062
-1.67834	-0.05999	0.04075	0.00000	-0.09761
-1.62250	-0.06493	0.03341	0.00000	-0.09385
-1.52201	-0.06598	0.03022	0.00000	-0.08713
-1.51084	-0.06211	0.03259	0.00000	-0.08639
-1.49967	-0.05107	0.03486	0.00000	-0.08564
-1.37684	-0.05011	0.03382	0.00000	-0.07882
-1.36567	-0.04733	0.03235	0.00000	-0.07829
-1.34334	-0.04615	0.03146	0.00000	-0.07722
-1.29867	-0.04474	0.03049	0.00000	-0.07503
-1.28751	-0.04958	0.02713	0.00000	-0.07164
-1.27634	-0.04430	0.03023	0.00000	-0.07392
-1.26517	-0.03996	0.02954	0.00000	-0.06966
-1.17584	-0.03723	0.02748	0.00000	-0.06466
-1.13118	-0.04118	0.02769	0.00000	-0.06640
-1.12001	-0.03893	0.02652	0.00000	-0.06581
-1.06418	-0.03707	0.02525	0.00000	-0.06279
-1.00834	-0.03917	0.02142	0.00000	-0.05971
-1.00834	-0.03451	0.02334	0.00000	-0.05695
-0.95251	-0.03744	0.02054	0.00000	-0.05658
-0.94134	-0.03673	0.02011	0.00000	-0.05594
-0.90784	-0.03058	0.02265	0.00000	-0.05403
-0.86318	-0.03164	0.01997	0.00000	-0.05146
-0.85201	-0.02799	0.02081	0.00000	-0.05082
-0.85201	-0.03122	0.01970	0.00000	-0.05082
-0.84084	-0.03275	0.01792	0.00000	-0.05017
-0.82968	-0.02750	0.01792	0.00000	-0.04796
-0.76268	-0.02991	0.01638	0.00000	-0.04558
-0.74034	-0.02736	0.01693	0.00000	-0.04426
-0.72918	-0.03049	0.01580	0.00000	-0.04360
-0.70684	-0.02576	0.01624	0.00000	-0.04227
-0.70684	-0.03471	0.00945	-0.01234	-0.04227
-0.70684	-0.02392	0.01610	0.00000	-0.04141
-0.70684	-0.02725	0.01645	0.00000	-0.04227
-0.68451	-0.02612	0.01414	0.00000	-0.04093
-0.67335	-0.02724	0.01398	0.00000	-0.03958
-0.65101	-0.02955	0.01014	-0.01148	-0.03892
-0.61751	-0.01922	0.01562	0.00000	-0.03690
-0.59518	-0.02045	0.01388	0.00000	-0.03555
-0.58401	-0.02018	0.01370	0.00000	-0.03488
-0.56168	-0.01878	0.01261	0.00000	-0.03336
-0.53935	-0.02287	0.01091	0.00000	-0.03216
-0.49468	-0.01661	0.01195	0.00000	-0.02955
-0.48351	-0.01737	0.01147	0.00000	-0.02891
-0.47235	-0.01915	0.00993	0.00000	-0.02826
-0.41651	-0.01318	0.00976	0.00000	-0.02504
-0.40535	-0.01326	0.00889	0.00000	-0.02439
-0.39418	-0.01287	0.00862	0.00000	-0.02374
-0.34951	-0.01080	0.00800	0.00000	-0.02113
-0.34951	-0.01358	0.00689	0.00000	-0.02113
-0.32718	-0.01214	0.00664	0.00000	-0.01982
-0.32718	-0.01377	0.00485	-0.00631	-0.01916
-0.31601	-0.01248	0.00645	0.00000	-0.01917
-0.31601	-0.01149	0.00708	0.00000	-0.01917
-0.29368	-0.00856	0.00618	0.00000	-0.01711
-0.29368	-0.00969	0.00640	0.00000	-0.01711
-0.29368	-0.01192	0.00570	0.00000	-0.01785
-0.28251	-0.01048	0.00614	0.00000	-0.01720
-0.27135	-0.00927	0.00586	0.00000	-0.01654
-0.27135	-0.00891	0.00607	0.00000	-0.01654
-0.26018	-0.00885	0.00561	0.00000	-0.01588
-0.20435	-0.00639	0.00455	0.00000	-0.01163
-0.19318	-0.00736	0.00260	-0.00393	-0.01094
-0.18202	-0.00528	0.00353	0.00000	-0.01125
-0.15968	-0.00482	0.00378	0.00000	-0.00993
-0.15968	-0.00513	0.00278	0.00000	-0.00890
-0.12618	-0.00455	0.00159	-0.00256	-0.00685
-0.07035	-0.00215	0.00159	0.00000	-0.00462
-0.07035	-0.00136	0.00146	0.00099	-0.00346
-0.05918	-0.00091	0.00132	0.00158	-0.00229
-0.04802	-0.00069	0.00156	0.00216	-0.00329
-0.02568	-0.00014	0.00132	0.00331	-0.00197
-0.02568	-0.00032	0.00052	0.00021	-0.00128
-0.01452	-0.00016	0.00070	0.00078	-0.00131
-0.01452	-0.00028	0.00071	0.00075	-0.00131
-0.01452	0.00027	0.00136	0.00389	-0.00131
-0.01452	0.00051	0.00139	0.00389	-0.00109
0.06365	0.00343	0.00245	0.00786	0.00000
0.06365	0.00317	0.00268	0.00786	0.00000
0.06365	0.00327	0.00249	0.00786	0.00000
0.08598	0.00336	0.00256	0.00620	0.00000
0.09715	0.00480	0.00300	0.00954	0.00000
0.10832	0.00453	0.00355	0.01009	0.00000
0.10832	0.00564	0.00319	0.01009	0.00000
0.11948	0.00490	0.00406	0.01064	0.00000
0.11948	0.00475	0.00416	0.01064	0.00000
0.13065	0.00494	0.00415	0.01119	0.00000
0.15298	0.00601	0.00450	0.01229	0.00000
0.16415	0.00639	0.00474	0.01283	0.00000
0.17532	0.00723	0.00517	0.01337	0.00000
0.21998	0.00828	0.00599	0.01552	0.00000
0.23115	0.00850	0.00611	0.01605	0.00000
0.24231	0.01126	0.00569	0.01658	0.00000
0.25348	0.00923	0.00659	0.01710	0.00000
0.26465	0.00946	0.00691	0.01628	0.00000
0.27581	0.01065	0.00702	0.01815	0.00000
0.27581	0.00903	0.00747	0.01691	0.00000
0.27581	0.01215	0.00708	0.01815	0.00000
0.28698	0.01168	0.00650	0.01677	0.00000
0.30931	0.01080	0.00758	0.01971	0.00000
0.32048	0.01130	0.00792	0.01943	0.00000
0.32048	0.01152	0.00813	0.02022	0.00000
0.33165	0.01241	0.00852	0.02073	0.00000
0.39865	0.01650	0.00870	0.02375	0.00000
0.40981	0.01759	0.00894	0.02436	0.00000
0.40981	0.01423	0.00990	0.02436	0.00000
0.42098	0.01468	0.01023	0.02496	0.00000
