feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-0.39189	-0.01790	0.00735	-0.00410	-0.02645
-0.39189	-0.01641	0.00839	-0.00333	-0.02645
-0.38207	-0.01828	0.00799	-0.00325	-0.02601
-0.34278	-0.01452	0.00733	-0.00294	-0.02420
-0.33296	-0.01448	0.00737	-0.00286	-0.02374
-0.24457	-0.01130	0.00571	-0.00212	-0.01952
-0.23474	-0.01242	0.00522	-0.00204	-0.01905
-0.23474	-0.01213	0.00519	-0.00204	-0.01905
-0.22492	-0.01113	0.00444	-0.00195	-0.01519
-0.22492	-0.01023	0.00490	-0.00195	-0.01519
-0.21510	-0.01116	0.00538	-0.00187	-0.01808
-0.18563	-0.00935	0.00424	-0.00162	-0.01350
-0.16599	-0.00992	0.00391	-0.00144	-0.01564
-0.14635	-0.00806	0.00423	-0.00127	-0.01465
-0.10706	-0.00672	0.00347	-0.00093	-0.01265
-0.08742	-0.00643	0.00309	-0.00075	-0.01164
-0.08742	-0.00586	0.00337	-0.00075	-0.01164
-0.07759	-0.00686	0.00269	-0.00193	-0.01113
-0.07759	-0.00562	0.00241	-0.00193	-0.00872
-0.02848	-0.00356	0.00283	-0.00023	-0.00858
-0.01866	-0.00405	0.00242	-0.00102	-0.00807
0.00098	-0.00289	0.00260	0.00027	-0.00703
0.00098	-0.00256	0.00262	0.00027	-0.00703
0.00098	-0.00314	0.00248	0.00003	-0.00703
0.00098	-0.00266	0.00248	0.00027	-0.00703
0.02063	-0.00232	0.00254	0.00156	-0.00599
0.03045	-0.00140	0.00273	0.00221	-0.00547
0.03045	-0.00186	0.00231	0.00221	-0.00547
0.05009	-0.00070	0.00265	0.00350	-0.00443
0.08938	0.00059	0.00252	0.00560	-0.00233
0.08938	0.00102	0.00285	0.00609	-0.00233
0.09920	0.00166	0.00303	0.00674	-0.00180
0.13849	0.00198	0.00368	0.00933	-0.00023
0.17778	0.00390	0.00323	0.01118	0.00149
0.17778	0.00488	0.00410	0.01191	0.00009
0.21706	0.00606	0.00466	0.01449	0.00041
0.25635	0.00708	0.00539	0.01706	0.00073
0.27600	0.00874	0.00594	0.01834	0.00089
0.28582	0.00763	0.00521	0.01898	0.00097
0.30546	0.01021	0.00649	0.02025	0.00114
0.31528	0.01186	0.00720	0.02089	0.00282
0.31528	0.00834	0.00514	0.01966	0.00122
0.32511	0.00883	0.00561	0.02152	0.00130
0.35457	0.01135	0.00757	0.02342	0.00154
0.37422	0.01171	0.00756	0.02467	0.00170
0.40368	0.01555	0.00643	0.02655	0.00838
0.40368	0.01473	0.00791	0.02655	0.00357
0.41350	0.01521	0.00752	0.02717	0.00365
0.43315	0.01273	0.00747	0.02840	0.00219
0.44297	0.01667	0.00782	0.02902	0.00390
0.46261	0.01546	0.00970	0.03025	0.00243
0.49208	0.01338	0.00931	0.02993	0.00267
0.50190	0.01179	0.00673	0.02119	0.00275
0.51172	0.01612	0.00920	0.03327	0.00283
0.51172	0.01774	0.01100	0.03327	0.00283
0.51172	0.01357	0.00876	0.03102	0.00283
0.53137	0.01994	0.00975	0.03447	0.00299
0.56083	0.02173	0.00954	0.03625	0.00483
0.58048	0.01671	0.00966	0.03470	0.00338
0.60012	0.02012	0.00878	0.03571	0.00513
0.60012	0.02006	0.01167	0.03858	0.00354
0.65905	0.01881	0.01230	0.04200	0.00401
0.66887	0.02055	0.01086	0.03915	0.00408
0.72780	0.02337	0.01217	0.04191	0.00454
0.72780	0.02479	0.01319	0.04585	0.00454
0.79656	0.02909	0.01460	0.04953	0.00506
0.79656	0.02181	0.01461	0.04492	0.00506
0.82602	0.02547	0.01321	0.04612	0.00527
0.82602	0.03067	0.01494	0.05106	0.00527
0.83585	0.02787	0.01557	0.05156	0.00534
0.83585	0.02673	0.01244	0.04651	0.00534
0.86531	0.02926	0.01527	0.05303	0.00556
0.86531	0.02833	0.01582	0.05303	0.00556
0.87513	0.03223	0.01390	0.05351	0.00691
0.88495	0.03561	0.01460	0.05399	0.00569
0.90460	0.03907	0.00988	0.05494	0.02505
0.90460	0.02782	0.01854	0.05494	0.00583
0.93406	0.03155	0.01710	0.05632	0.00603
0.96353	0.03733	0.01159	0.05106	0.01918
0.98317	0.03579	0.01699	0.05854	0.00636
0.99300	0.03200	0.01868	0.05897	0.00643
0.99300	0.03954	0.01224	0.05897	0.01963
1.00282	0.03477	0.01746	0.05940	0.00649
1.06175	0.03421	0.01874	0.06184	0.00686
1.07157	0.03214	0.02005	0.06223	0.00692
1.12068	0.03504	0.02034	0.06410	0.00721
1.13050	0.03656	0.01869	0.06445	0.00727
1.14032	0.03368	0.01719	0.05551	0.00732
1.16979	0.03746	0.01911	0.06583	0.00749
1.17961	0.03913	0.01742	0.06615	0.00811
1.19926	0.03458	0.01887	0.05645	0.00765
1.25819	0.03559	0.01932	0.05787	0.00794
1.26801	0.04209	0.01640	0.05828	0.00799
1.28765	0.03984	0.02027	0.06937	0.00808
1.41534	0.04010	0.02178	0.07216	0.00830
1.47427	0.04250	0.02170	0.07305	0.00823
1.52338	0.03785	0.02378	0.07359	0.00813
1.54302	0.03481	0.02166	0.05946	0.00808
1.55285	0.03790	0.02536	0.07382	0.00805
1.60195	0.04652	0.02110	0.07405	0.00911
1.61178	0.05008	0.01989	0.07407	0.00785
1.73946	0.04287	0.02409	0.07382	0.00722
1.73946	0.04354	0.02294	0.07382	0.00722
1.97519	0.05366	0.01613	0.07796	0.02969
1.99483	0.04417	0.02267	0.07818	0.00895
2.08323	0.02895	0.02132	0.06447	0.00402
2.14216	0.03499	0.02402	0.07910	0.00323
2.50557	0.02295	0.02792	0.07562	-0.02461
2.89845	-0.00875	0.04069	0.06110	-0.10114
