feat_values_sorted	pred_f_3d_avg_sorted	pred_f_3d_sd_sorted	pred_f_3d_max_sorted	pred_f_3d_min_sorted
-0.47510	-0.02668	0.02203	0.00000	-0.07828
-0.46580	-0.02529	0.02089	0.00000	-0.07748
-0.46580	-0.02625	0.02181	0.00000	-0.07748
-0.46580	-0.03169	0.02154	-0.01092	-0.07748
-0.45651	-0.02679	0.02555	0.00000	-0.07667
-0.42864	-0.02570	0.02193	0.00000	-0.07422
-0.42864	-0.02268	0.02148	0.00000	-0.07422
-0.41005	-0.02313	0.02107	0.00000	-0.07255
-0.39147	-0.02792	0.02278	0.00000	-0.07086
-0.37288	-0.01943	0.01912	0.00000	-0.06915
-0.34501	-0.02295	0.01863	-0.00687	-0.06654
-0.32642	-0.01890	0.01767	0.00000	-0.06477
-0.27997	-0.01674	0.01655	0.00000	-0.06023
-0.27067	-0.01972	0.01839	0.00000	-0.05931
-0.25209	-0.01602	0.01661	0.00000	-0.05744
-0.24280	-0.01752	0.01635	-0.00351	-0.05650
-0.23351	-0.01597	0.01692	0.00000	-0.05554
-0.22421	-0.01880	0.01588	-0.00790	-0.05459
-0.21492	-0.01532	0.01706	0.00000	-0.05362
-0.19634	-0.01344	0.01510	0.00000	-0.05168
-0.18705	-0.01194	0.01492	0.00000	-0.05069
-0.14059	-0.01017	0.01300	0.00000	-0.04567
-0.14059	-0.01035	0.01375	-0.00021	-0.04567
-0.12200	-0.00976	0.01310	0.00039	-0.04362
-0.11271	-0.00581	0.00503	0.00000	-0.01678
-0.10342	-0.01012	0.01281	0.00000	-0.04153
-0.08484	-0.00827	0.01261	0.00157	-0.03942
-0.07554	-0.00786	0.01233	0.00186	-0.03835
-0.07554	-0.01082	0.01323	0.00186	-0.03835
-0.05696	-0.00771	0.01148	0.00078	-0.03620
-0.05696	-0.00290	0.00445	0.00245	-0.01267
-0.04767	-0.00709	0.01134	0.00274	-0.03511
-0.03838	-0.00752	0.01149	0.00160	-0.03401
-0.03838	-0.00696	0.01187	0.00303	-0.03401
-0.02908	-0.00620	0.01214	0.00332	-0.03291
0.01738	-0.00323	0.00970	0.00476	-0.02728
0.01738	-0.00257	0.00878	0.00476	-0.02728
0.01738	-0.00240	0.00961	0.00476	-0.02728
0.03596	-0.00178	0.00873	0.00534	-0.02498
0.04525	-0.00131	0.00847	0.00562	-0.02382
0.05454	-0.00259	0.00964	0.00591	-0.02264
0.08242	-0.00028	0.00827	0.00681	-0.01908
0.11029	0.00383	0.00305	0.00799	-0.00014
0.16605	0.00342	0.00512	0.01031	-0.00797
0.17534	0.00373	0.00472	0.00955	-0.00669
0.17534	0.00519	0.00514	0.01136	-0.00669
0.19392	0.00507	0.00548	0.01146	-0.00411
0.20321	0.00739	0.00419	0.01345	0.00000
0.22180	0.00663	0.00445	0.01260	-0.00019
0.24038	0.00989	0.00382	0.01623	0.00248
0.24038	0.00850	0.00323	0.01335	0.00248
0.25897	0.00939	0.00497	0.01762	0.00000
0.26826	0.01072	0.00496	0.01831	0.00000
0.27755	0.01029	0.00488	0.01900	0.00000
0.28684	0.01062	0.00549	0.01969	0.00000
0.28684	0.01176	0.00392	0.01969	0.00643
0.33330	0.01123	0.00595	0.01702	0.00000
0.34259	0.01418	0.00618	0.02382	0.00000
0.36118	0.01474	0.00793	0.02519	0.00000
0.38905	0.01717	0.00788	0.02724	0.00000
0.39834	0.01526	0.00744	0.02792	0.00000
0.40764	0.01683	0.00898	0.02860	0.00000
0.41693	0.02178	0.00753	0.02954	0.01004
0.41693	0.01666	0.00866	0.02954	0.00000
0.41693	0.01630	0.00824	0.02928	0.00000
0.42622	0.01843	0.00969	0.03105	0.00000
0.43551	0.01893	0.00976	0.03258	0.00000
0.45410	0.02076	0.00810	0.03566	0.01108
0.48197	0.02296	0.00890	0.04035	0.01185
0.53772	0.02457	0.00734	0.03802	0.01721
0.53772	0.02056	0.01310	0.05000	0.00000
0.60277	0.02984	0.01831	0.06171	0.00000
0.61206	0.02742	0.01740	0.06342	0.00000
0.63993	0.03081	0.01942	0.06863	0.00000
0.70498	0.01755	0.00902	0.02382	0.00000
0.71427	0.03274	0.02145	0.08297	0.00000
0.72356	0.03627	0.02212	0.08481	0.01858
0.74214	0.02556	0.01354	0.05238	0.00000
0.77931	0.03683	0.02609	0.09608	0.00000
0.78860	0.03633	0.02690	0.09800	0.00000
0.81648	0.03813	0.02683	0.10382	0.00000
0.84436	0.04020	0.02985	0.10974	0.00000
0.85365	0.04142	0.03018	0.11173	0.00000
0.86294	0.03860	0.03036	0.11374	0.00000
0.86294	0.04193	0.03369	0.11374	0.00000
0.87223	0.04176	0.03150	0.11576	0.00000
0.87223	0.04792	0.02900	0.11576	0.02273
0.90011	0.04354	0.03607	0.12189	0.00000
0.90940	0.04224	0.03850	0.12395	0.00000
0.90940	0.04523	0.03315	0.12395	0.00000
0.94657	0.03615	0.02162	0.06611	0.00000
0.95586	0.04612	0.04037	0.13446	0.00000
0.97444	0.03723	0.02083	0.06793	0.00000
0.98373	0.04874	0.03820	0.14090	0.00000
1.01161	0.05576	0.04376	0.14746	0.00000
1.02090	0.03791	0.02081	0.07133	0.00000
1.03019	0.05143	0.04550	0.15188	0.00000
1.03949	0.05566	0.03843	0.15412	0.02742
1.03949	0.05451	0.04372	0.15412	0.00000
1.03949	0.05009	0.04010	0.15412	0.00000
1.05807	0.03476	0.01877	0.07329	0.00000
1.08595	0.05012	0.04477	0.16547	0.00000
1.08595	0.04242	0.02472	0.07655	0.00000
1.09524	0.05442	0.04593	0.16778	0.00000
1.10453	0.05362	0.04437	0.17010	0.00000
1.11382	0.05548	0.04724	0.17243	0.00000
1.16957	0.06182	0.05605	0.18669	0.03110
1.17886	0.06409	0.04807	0.18911	0.03136
1.17886	0.05648	0.05451	0.18911	0.00000
1.20674	0.06199	0.05355	0.19645	0.00000
1.27178	0.06909	0.06129	0.21404	0.00000
1.30895	0.07658	0.05995	0.22439	0.03507
1.36470	0.06990	0.06659	0.24031	0.00000
1.39258	0.07720	0.06480	0.24846	0.03692
1.40187	0.06735	0.06954	0.25120	0.00000
1.52267	0.04465	0.02723	0.10035	0.00000
1.52267	0.05510	0.03332	0.11171	0.00000
1.65275	0.05878	0.03630	0.12214	0.00000
1.69921	0.09319	0.10765	0.34658	0.00000
1.81071	0.09306	0.10427	0.38630	0.00000
1.92222	0.06569	0.04247	0.14357	0.00000
1.94080	0.06446	0.04359	0.14504	0.00000
2.47044	0.05719	0.03769	0.13656	0.00000
2.57265	0.16693	0.21604	0.72245	0.03084
3.26025	0.08088	0.07657	0.24200	-0.00135
